配置文件,配置类,配置项名称,字段,默认值,是否运行时加载,是否生效,读取模块,外部引用次数,是否旧版遗留,建议
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_TIMEOUT_EVALUATION_GRACE_TICKS,1200,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_COLLECTION_TICKS,160,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/RaidSession.java,4,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_1_TO_3,60,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_4_TO_6,90,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_7_TO_8,120,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_9,150,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_10,180,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_POST_LOCK_EXTRA_SECONDS_WAVE_11_PLUS,210,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_TIMEOUT_CHAT_WARNING_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_TIMEOUT_MESSAGE,"""当前袭击波次清剿超时，已进入超时监控。""",否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_SIDE_ATTACK_POINT_SECONDS,20,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_EXTRA_WAVE_9_SECONDS,60,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_EXTRA_WAVE_10_SECONDS,90,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_EXTRA_WAVE_11_PLUS_SECONDS,120,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_1_TO_3,120,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_4_TO_6,150,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_7_TO_8,180,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_9,210,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_10,240,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_BASE_SECONDS_WAVE_11_PLUS,270,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_1_TO_3,300,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_4_TO_6,420,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_7_TO_8,600,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_9,720,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_10,840,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_MAX_SECONDS_WAVE_11_PLUS,960,否,有效,com/noah/raidenhancement/raid/RaiderTimeWeights.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_BUDGET_ENFORCE_FAILURE,false,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ACTIVE_COMBAT_CLOCK_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/RaidSession.java,5,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ACTIVE_COMBAT_CLOCK_RADIUS,160,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ACTIVE_COMBAT_CLOCK_ABSENCE_GRACE_TICKS,600,否,有效,com/noah/raidenhancement/raid/RaidSession.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ACTIVE_COMBAT_CLOCK_NO_PLAYER_CACHE_SCAN_INTERVAL_TICKS,200,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ACTIVE_COMBAT_CLOCK_CHAT_RESUME_ENABLED,true,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_INTERVAL_TICKS,200,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_MESSAGE_INTERVAL_TICKS,600,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_GLOW_INTERVAL_TICKS,200,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_NORMAL_RADIUS,128,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_FAR_RADIUS,192,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_MISSING_GRACE_TICKS,400,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_STUCK_STILL_TICKS,600,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,TIMEOUT_RAIDER_AUDIT_STUCK_MOVEMENT_THRESHOLD_BLOCKS,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,4,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_ACTIONBAR_ENABLED,false,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_WAVE_START_CHAT_ENABLED,false,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_WARNING_CHAT_ENABLED,false,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_ACTIONBAR_INTERVAL_TICKS,20,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_WAVE_START_DELAY_TICKS,180,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_RADIUS,128,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_TIME_DISPLAY_WARNING_THRESHOLDS_SECONDS,"{60, 30, 10}",否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGE_SECURITY_CONFIG_STAGE,"""0.8.9.6-village-security-deployment-doctrine""",否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,enabled,VILLAGE_SECURITY_ENABLED,true,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/VillageSecurityController.java；com/noah/raidenhancement/villager/VillagerProtectionController.java,5,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,tickIntervalTicks,VILLAGE_SECURITY_TICK_INTERVAL_TICKS,20,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,3,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.enabled,VILLAGE_SECURITY_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.initialEntry,VILLAGE_SECURITY_INITIAL_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.reinforcement,VILLAGE_SECURITY_REINFORCEMENT_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.repair,VILLAGE_SECURITY_REPAIR_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.waveDefenseFailure,VILLAGE_SECURITY_WAVE_FAILURE_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.victory,VILLAGE_SECURITY_VICTORY_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.failure,VILLAGE_SECURITY_FAILURE_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.victoryGrade,VILLAGE_SECURITY_VICTORY_GRADE_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.battleSummary,VILLAGE_SECURITY_BATTLE_SUMMARY_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.timeoutPenalty,VILLAGE_SECURITY_TIMEOUT_PENALTY_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.enabled,VILLAGE_SECURITY_TIMEOUT_PENALTY_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.damage,VILLAGE_SECURITY_TIMEOUT_PENALTY_DAMAGE,2.0F,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,3,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.minVillagerHealth,VILLAGE_SECURITY_TIMEOUT_PENALTY_MIN_VILLAGER_HEALTH,2.0F,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.oncePerWave,VILLAGE_SECURITY_TIMEOUT_PENALTY_ONCE_PER_WAVE,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.skipIfWaveDefenseAlreadyFailed,VILLAGE_SECURITY_TIMEOUT_PENALTY_SKIP_IF_WAVE_DEFENSE_ALREADY_FAILED,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.requireKnownLivingRaiders,VILLAGE_SECURITY_TIMEOUT_PENALTY_REQUIRE_KNOWN_LIVING_RAIDERS,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,timeoutPenalty.includeInBattleSummary,VILLAGE_SECURITY_TIMEOUT_PENALTY_INCLUDE_IN_BATTLE_SUMMARY,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.enabled,VILLAGE_SECURITY_PERFORMANCE_OPTIMIZATION_ENABLED,true,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/VillageSecurityController.java,5,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.villagerCacheRefreshIntervalTicks,VILLAGE_SECURITY_VILLAGER_CACHE_REFRESH_INTERVAL_TICKS,100,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.golemGlowRefreshIntervalTicks,VILLAGE_SECURITY_GOLEM_GLOW_REFRESH_INTERVAL_TICKS,80,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.raiderCacheScanIntervalTicks,PERFORMANCE_RAIDER_CACHE_SCAN_INTERVAL_TICKS,20,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.stragglerGlowIntervalTicks,PERFORMANCE_STRAGGLER_GLOW_INTERVAL_TICKS,40,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.raiderAuditIntervalTicks,PERFORMANCE_RAIDER_AUDIT_INTERVAL_TICKS,200,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.specialRaiderScanIntervalTicks,PERFORMANCE_SPECIAL_RAIDER_SCAN_INTERVAL_TICKS,100,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.timeoutPenaltyCheckIntervalTicks,PERFORMANCE_TIMEOUT_PENALTY_CHECK_INTERVAL_TICKS,20,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.securityGolemReturnGraceTicks,PERFORMANCE_SECURITY_GOLEM_RETURN_GRACE_TICKS,200,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.securityGolemMissingPruneGraceTicks,PERFORMANCE_SECURITY_GOLEM_MISSING_PRUNE_GRACE_TICKS,1200,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.activeSessionFastCheck,PERFORMANCE_ACTIVE_SESSION_FAST_CHECK_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,performanceOptimization.cleanupEndedSessionsAggressively,PERFORMANCE_CLEANUP_ENDED_SESSIONS_AGGRESSIVELY,true,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,radius,VILLAGE_SECURITY_RADIUS,96,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.villagerPenaltyRadius,VILLAGE_SECURITY_VILLAGER_PENALTY_RADIUS,128,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.villagersPerGolem.easy,VILLAGE_SECURITY_EASY_VILLAGERS_PER_GOLEM,5,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.villagersPerGolem.normal,VILLAGE_SECURITY_NORMAL_VILLAGERS_PER_GOLEM,8,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.villagersPerGolem.hard,VILLAGE_SECURITY_HARD_VILLAGERS_PER_GOLEM,10,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.minPerWave,VILLAGE_SECURITY_MIN_GOLEMS_PER_WAVE,1,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.maxPerWave,VILLAGE_SECURITY_MAX_GOLEMS_PER_WAVE,5,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,breachDamage,VILLAGE_SECURITY_BREACH_DAMAGE,4.0F,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,3,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.glowDurationTicks,VILLAGE_SECURITY_GOLEM_GLOW_DURATION_TICKS,160,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.spawnRingRadius,VILLAGE_SECURITY_GOLEM_SPAWN_RING_RADIUS,12,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.spawnPointCount,VILLAGE_SECURITY_GOLEM_SPAWN_POINT_COUNT,8,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.redeployExistingAtWaveStart,VILLAGE_SECURITY_REDEPLOY_EXISTING_GOLEMS_ON_WAVE_START,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.redeployRingRadius,VILLAGE_SECURITY_GOLEM_REDEPLOY_RING_RADIUS,14,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.repairSurvivorsOnWaveStart,VILLAGE_SECURITY_REPAIR_SURVIVORS_ON_WAVE_START,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.survivorRepairToFull,VILLAGE_SECURITY_SURVIVOR_REPAIR_TO_FULL,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.survivorRepairHealth,VILLAGE_SECURITY_SURVIVOR_REPAIR_HEALTH,10.0F,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
